word,antonym,tier
availability,unavailability,2
available,unavailable,2
avascular,vascular,2
avenged,unavenged,2
avirulent,virulent,2
avow,disavow,2
awakened,unawakened,2
aware,unaware,2
away,home,2
away-game,home-game,2
awed,unawed,2
awkward,graceful,2
awkwardness,gracefulness,2
awned,awnless,2
awnless,awned,2
azonal,zonal,2
back-burner,front-burner,2
backed,backless,2
background,foreground,2
backhand,forehand,2
backless,backed,2
bad-egg,good-egg,2
bad-guy,good-guy,2
bad-luck,good-luck,2
bad-person,good-person,2
bad-weather,good-weather,2
badness,goodness,2
balance,imbalance,2
balanced,unbalanced,2
balconied,unbalconied,2
banded,unbanded,2
baptized,unbaptized,2
bar,unbar,2
bare,covered,2
barreled,unbarreled,2
basipetal,acropetal,2
basiscopic,acroscopic,2
be-active,rest,2
be-born,die,2
be-full,starve,2
be-well,suffer,2
beaked,beakless,2
beakless,beaked,2
bear,bull,2
bearing,nonbearing,2
beautify,uglify,2
beauty,ugliness,2
becomingness,unbecomingness,2
bedded,bedless,2
bedless,bedded,2
begrudge,wish,2
behave,misbehave,2
being,nonbeing,2
belief,unbelief,2
believably,unbelievably,2
believingly,unbelievingly,2
bellied,bellyless,2
bellyless,bellied,2
belt,unbelt,2
belted,unbelted,2
bend,straighten,2
beneficed,unbeneficed,2
beneficence,maleficence,2
beneficent,maleficent,2
benevolence,malevolence,2
benevolently,malevolently,2
benign,malign,2
benignancy,malignancy,2
benignity,malignity,2
bequeath,disinherit,2
beseeching,imperative,2
bettering,worsening,2
bibbed,bibless,2
bibless,bibbed,2
bicameral,unicameral,2
bidirectional,unidirectional,2
biennial,perennial,2
bigness,littleness,2
bimodal,unimodal,2
binaural,monaural,2
binaurally,monaurally,2
binucleate,mononuclear,2
biodegradable-pollution,nonbiodegradable-pollution,2
biological,adoptive,2
biped,quadruped,2
bipedal,quadrupedal,2
bipolar,unipolar,2
bisexual,homosexual,2
bivalent,univalent,2
bivalve,univalve,2
black-and-white,color,2
blacken,whiten,2
blemished,unblemished,2
blended,unblended,2
blind,sighted,2
block,unblock,2
blond,brunet,2
bloodily,bloodlessly,2
bloodless,bloody,2
bloodlessly,bloodily,2
bloody,bloodless,2
blow-up,reduce,2
blue-collar,white-collar,2
blunt-file,taper-file,2
blur,focus,2
boarding-school,day-school,2
bodied,unbodied,2
boil,freeze,2
boldness,timidity,2
bolt,unbolt,2
boneless,bony,2
bony,boneless,2
boo,applaud,2
bordered,unbordered,2
bore,interest,2
born,unborn,2
borrow,lend,2
borrower,lender,2
bottle-fed,breast-fed,2
bottlefeed,breastfeed,2
bottom-out,top-out,2
bottom-up,top-down,2
bottomed,bottomless,2
bottomless,bottomed,2
bounce,clear,2
bound,free,2
bowed,plucked,2
box,unbox,2
boy,girl,2
boycott,patronize,2
brachycephalic,dolichocephalic,2
bracteate,ebracteate,2
braid,unbraid,2
brainwashed,unbrainwashed,2
branchiate,abranchiate,2
branchless,branchy,2
branchy,branchless,2
brand-name-drug,generic-drug,2
branded,unbranded,2
break-even,lose,2
breakable,unbreakable,2
breakableness,unbreakableness,2
breast-fed,bottle-fed,2
breasted,breastless,2
breastfeed,bottlefeed,2
breastless,breasted,2
breathing,breathless,2
breathless,breathing,2
bridgeable,unbridgeable,2
bridle,unbridle,2
brightness,dullness,2
bring,take-away,2
bring-to,anesthetize,2
broad-minded,narrow-minded,2
broad-mindedly,narrow-mindedly,2
broad-mindedness,narrow-mindedness,2
broken,unbroken,2
brother,sister,2
brotherly,sisterly,2
brunet,blond,2
buckle,unbuckle,2
bull,bear,2
burdened,unburdened,2
buried,unburied,2
button,unbutton,2
buttoned,unbuttoned,2
by-all-means,by-no-means,2
by-hand,by-machine,2
by-machine,by-hand,2
by-no-means,by-all-means,2
cacodemon,eudemon,2
cacophonous,euphonious,2
caducous,persistent,2
calced,discalced,2
calcicolous,calcifugous,2
calcifugous,calcicolous,2
calcify,decalcify,2
calculable,incalculable,2
call-option,put-option,2
calmness,agitation,2
camphorated,uncamphorated,2
campylotropous,orthotropous,2
capability,incapability,2
capableness,incapableness,2
capacity,incapacity,2
capitalism,socialism,2
capitalistic,socialistic,2
captor,liberator,2
cardinal,ordinal,2
cared-for,uncared-for,2
carefulness,carelessness,2
carelessness,carefulness,2
carinate,ratite,2
carnivorous,herbivorous,2
carpellate,acarpelous,2
carpeted,uncarpeted,2
carry-to-term,miscarry,2
carved,uncarved,2
carvel-built,clinker-built,2
cash,credit,2
cash-account,margin-account,2
cash-basis,accrual-basis,2
cast-off,cast-on,2
cast-on,cast-off,2
castrated,uncastrated,2
catabolic,anabolic,2
catabolism,anabolism,2
cataclinal,anaclinal,2
catadromous,diadromous,2
catalectic,hypercatalectic,2
catalyst,anticatalyst,2
cataphatism,apophatism,2
catarrhine,leptorrhine,2
categorem,syncategorem,2
categorematic,syncategorematic,2
categoreme,syncategoreme,2
cathode,anode,2
cathodic,anodic,2
cationic,anionic,2
caudal,cephalic,2
caudate,acaudate,2
caulescent,acaulescent,2
cauline,radical,2
caulked,uncaulked,2
causative,noncausative,2
cause-to-sleep,awaken,2
caution,incaution,2
cautious,incautious,2
cautiously,incautiously,2
ceilinged,floored,2
cellular,noncellular,2
cenobite,eremite,2
cenobitic,eremitic,2
cenogenesis,palingenesis,2
cenogenetic,palingenetic,2
censored,uncensored,2
center,right,2
central,peripheral,2
centralise,decentralise,2
centrality,marginality,2
centralization,decentralization,2
centralize,decentralize,2
centralized,decentralized,2
centralizing,decentralizing,2
centrally,peripherally,2
centrifugal,centripetal,2
centrifugal-force,centripetal-force,2
centripetal,centrifugal,2
centripetal-force,centrifugal-force,2
cephalic,caudal,2
cerebral,emotional,2
ceremoniously,unceremoniously,2
ceremoniousness,unceremoniousness,2
certainty,uncertainty,2
certified,uncertified,2
certify,decertify,2
chain,unchain,2
change,stay,2
changeable,unchangeable,2
changeableness,changelessness,2
changed,unchanged,2
changelessness,changeableness,2
characteristic,uncharacteristic,2
characteristically,uncharacteristically,2
charge,discharge,2
charged,uncharged,2
chartered,unchartered,2
chaste,unchaste,2
cheap,expensive,2
cheaply,expensively,2
check-in,check-out,2
check-out,check-in,2
cheer,complain,2
cheerfully,cheerlessly,2
cheerfulness,uncheerfulness,2
cheerlessly,cheerfully,2
cheerlessness,cheerfulness,2
chivalrously,unchivalrously,2
chlamydeous,achlamydeous,2
cholinergic,anticholinergic,2
chondritic,achondritic,2
christian,unchristian,2
chromatic,achromatic,2
chromatic-color,achromatic-color,2
chromatinic,achromatinic,2
chronic,acute,2
chronically,acutely,2
circumstantial-evidence,direct-evidence,2
cisc,risc,2
cismontane,tramontane,2
citizen,noncitizen,2
civil,uncivil,2
civil-law,international-law,2
civilian,military,2
civility,incivility,2
civilized,noncivilized,2
civilly,uncivilly,2
claim,forfeit,2
clarity,obscurity,2
clasp,unclasp,2
classical,nonclassical,2
classicism,romanticism,2
classicist,romanticist,2
classification,declassification,2
classified,unclassified,2
classify,declassify,2
cleanliness,uncleanliness,2
cleanness,dirtiness,2
clear-up,overcast,2
cleared,uncleared,2
clearheaded,confused,2
clearness,unclearness,2
clement,inclement,2
clergy,laity,2
clergyman,layman,2
climactic,anticlimactic,2
clinker-built,carvel-built,2
clip,unclip,2
clock-in,clock-out,2
clock-out,clock-in,2
clockwise,counterclockwise,2
clog,unclog,2
close-up,open-up,2
closed-chain,open-chain,2
closed-circuit,open-circuit,2
closed-interval,open-interval,2
closeness,openness,2
closing,opening,2
clothed,unclothed,2
cloudy,clear,2
clutter,unclutter,2
coarse,fine,2
coarsely,finely,2
coastal,inland,2
coated,uncoated,2
cognizance,incognizance,2
coherence,incoherence,2
coherent,incoherent,2
coherently,incoherently,2
coil,uncoil,2
coiled,uncoiled,2
cold-blooded,warm-blooded,2
cold-war,hot-war,2
coldhearted,warmhearted,2
coldness,hotness,2
collapsible,noncollapsible,2
collateral,lineal,2
collected,uncollected,2
collective,distributive,2
colonise,decolonise,2
colonize,decolonize,2
color,black-and-white,2
colored,uncolored,2
colorlessness,color,2
colourful,colourless,2
colourless,colourful,2
columned,noncolumned,2
combed,uncombed,2
combinative,noncombinative,2
combined,uncombined,2
combustible,noncombustible,2
come-in,go-out,2
comedy,tragedy,2
comfortable,uncomfortable,2
comfortably,uncomfortably,2
commensurate,incommensurate,2
commercial,noncommercial,2
commissioned,noncommissioned,2
committed,uncommitted,2
commodious,incommodious,2
common-noun,proper-noun,2
commonality,individuality,2
commonness,uncommonness,2
communicate,excommunicate,2
communicative,uncommunicative,2
communicativeness,uncommunicativeness,2
commutable,incommutable,2
compact,loose,2
comparable,incomparable,2
comparably,incomparably,2
compartmented,uncompartmented,2
compassionate,uncompassionate,2
compatibility,incompatibility,2
compatible,incompatible,2
compatibly,incompatibly,2
competence,incompetence,2
competently,incompetently,2
competition,cooperation,2
competitive,noncompetitive,2
competitively,noncompetitively,2
complain,cheer,2
complaining,uncomplaining,2
complainingly,uncomplainingly,2
completeness,incompleteness,2
complex-instruction-set-computer,reduced-instruction-set-computer,2
complex-instruction-set-computing,reduced-instruction-set-computing,2
complexity,simplicity,2
compliance,noncompliance,2
compliant,defiant,2
complimentary,uncomplimentary,2
composed,discomposed,2
composure,discomposure,2
compound,simple,2
comprehensibility,incomprehensibility,2
comprehensible,incomprehensible,2
comprehension,incomprehension,2
comprehensive,noncomprehensive,2
comprehensively,noncomprehensively,2
compressibility,incompressibility,2
compressible,incompressible,2
compression,decompression,2
compromising,uncompromising,2
con,pro,2
concave,convex,2
concave-polygon,convex-polygon,2
concavely,convexly,2
concealed,unconcealed,2
concealing,revealing,2
conceit,humility,2
concentrated,distributed,2
concentration,distribution,2
concentric,eccentric,2
concentricity,eccentricity,2
conception,misconception,2
concern,unconcern,2
concerned,unconcerned,2
conciliatory,antagonistic,2
conclusive,inconclusive,2
conclusively,inconclusively,2
conclusiveness,inconclusiveness,2
concretely,abstractly,2
concreteness,abstractness,2
conditional,unconditional,2
conditionally,unconditionally,2
conditioned,unconditioned,2
conductive,nonconductive,2
conductor,insulator,2
confidence,diffidence,2
confine,free,2
confined,unconfined,2
confirmed,unconfirmed,2
conform,deviate,2
conform-to,violate,2
conformism,nonconformism,2
conformist,nonconformist,2
conformity,nonconformity,2
confront,avoid,2
confused,clearheaded,2
congenial,uncongenial,2
congeniality,uncongeniality,2
congruent,incongruent,2
congruity,incongruity,2
congruous,incongruous,2
congruousness,incongruousness,2
conjunct,disjunct,2
conjunctive,disjunctive,2
connate,adnate,2
connected,unconnected,2
connectedness,unconnectedness,2
connotative,denotative,2
conquerable,unconquerable,2
consanguinity,affinity,2
conscientious,unconscientious,2
conscientiousness,unconscientiousness,2
conscious,unconscious,2
consciously,unconsciously,2
consciousness,unconsciousness,2
consecrate,desecrate,2
consecrated,desecrated,2
consequence,inconsequence,2
consequentially,inconsequentially,2
conserve,waste,2
considerable,inconsiderable,2
considerate,inconsiderate,2
considerately,inconsiderately,2
consideration,inconsideration,2
consistency,inconsistency,2
consistent,inconsistent,2
consistently,inconsistently,2
consolable,inconsolable,2
consonant,vowel,2
consonantal,vocalic,2
conspicuous,inconspicuous,2
conspicuously,inconspicuously,2
conspicuousness,inconspicuousness,2
constancy,inconstancy,2
constipated,unconstipated,2
constitutional,unconstitutional,2
constitutionally,unconstitutionally,2
constricted,unconstricted,2
construction,misconstruction,2
constructiveness,destructiveness,2
consume,abstain,2
consummated,unconsummated,2
consumptive,generative,2
contaminate,decontaminate,2
contaminated,uncontaminated,2
contamination,decontamination,2
contemptible,estimable,2
content,discontent,2
contented,discontented,2
contentment,discontentment,2
contestable,incontestable,2
contested,uncontested,2
continent,incontinent,2
continental,intercontinental,2
continual,sporadic,2
continuance,discontinuance,2
continuant-consonant,stop-consonant,2
continuation,discontinuation,2
continue,discontinue,2
continued,discontinued,2
continuity,discontinuity,2
continuous,discontinuous,2
contract-in,contract-out,2
contract-out,contract-in,2
contracted,expanded,2
contraction,expansion,2
contraindicate,indicate,2
contraindication,indication,2
contralateral,ipsilateral,2
contrasty,flat,2
controlled,uncontrolled,2
controversial,uncontroversial,2
controversially,uncontroversially,2
convenience,inconvenience,2
convenient,inconvenient,2
conveniently,inconveniently,2
conventional,nuclear,2
conventionality,unconventionality,2
conventionally,unconventionally,2
converge,diverge,2
convergence,divergence,2
convergency,divergency,2
convergent,divergent,2
convergent-thinking,divergent-thinking,2
convertibility,inconvertibility,2
convertible,inconvertible,2
convex,concave,2
convex-polygon,concave-polygon,2
convexly,concavely,2
convict,acquit,2
conviction,acquittal,2
convinced,unconvinced,2
convincing,unconvincing,2
convincingly,unconvincingly,2
cooked,raw,2
cooking-apple,eating-apple,2
cooperation,competition,2
cooperative,uncooperative,2
coordinating,subordinating,2
coordination,incoordination,2
cork,uncork,2
corporeal,incorporeal,2
corporeality,incorporeality,2
corpuscular-theory,wave-theory,2
corpuscular-theory-of-light,wave-theory-of-light,2
corrected,uncorrected,2
correctness,incorrectness,2
corrigible,incorrigible,2
corrupt,incorrupt,2
corruptibility,incorruptibility,2
corruptness,incorruptness,2
cortex,medulla,2
cosmopolitan,provincial,2
costive,laxative,2
counterclockwise,clockwise,2
counterfactuality,factuality,2
counterfeit,genuine,2
counterrevolutionary,revolutionary,2
couple,uncouple,2
courteous,discourteous,2
courteously,discourteously,2
courtesy,discourtesy,2
cousinly,uncousinly,2
covered,bare,2
covert,overt,2
covertly,overtly,2
crannied,uncrannied,2
crate,uncrate,2
creative,uncreative,2
creativeness,uncreativeness,2
credibility,incredibility,2
credible,incredible,2
credibly,incredibly,2
credit,cash,2
creditor,debtor,2
credulous,incredulous,2
credulously,incredulously,2
crescendo,decrescendo,2
criminalisation,decriminalisation,2
criminalise,decriminalise,2
criminalization,decriminalization,2
criminalize,decriminalize,2
critical,uncritical,2
critically,uncritically,2
crooked,straight,2
crookedness,straightness,2
cross,uncross,2
cross-eyed,walleyed,2
cross-fertilization,self-fertilization,2
cross-pollination,self-pollination,2
crossbred,purebred,2
crossed,uncrossed,2
crosswise,lengthwise,2
crowned,uncrowned,2
crucial,noncrucial,2
cryptogamia,phanerogamae,2
crystalline,noncrystalline,2
crystallized,uncrystallized,2
cubic,linear,2
cultivated,uncultivated,2
cultivated-plant,weed,2
curability,incurability,2
curable,incurable,2
curableness,incurableness,2
curdle,homogenize,2
curious,incurious,2
curliness,straightness,2
curly,straight,2
current,noncurrent,2
cursorial,fossorial,2
curtained,curtainless,2
curtainless,curtained,2
curve,straight-line,2
custom-made,ready-made,2
cut,uncut,2
cyclic,noncyclic,2
cyclone,anticyclone,2
dabbling-duck,diving-duck,2
damaged,undamaged,2
danger,safety,2
dangerousness,safeness,2
datable,undatable,2
daughter,son,2
day-game,night-game,2
day-school,boarding-school,2
de-energise,energise,2
de-energize,energize,2
de-escalate,escalate,2
de-facto,de-jure,2
de-iodinate,iodinate,2
de-iodinating,iodinating,2
de-ionate,ionate,2
de-jure,de-facto,2
deactivation,activation,2
deaden,enliven,2
deaf,hearing,2
debilitating,invigorating,2
debit,credit,2
debtor,creditor,2
decalcify,calcify,2
deceive,undeceive,2
deceleration,acceleration,2
decency,indecency,2
decent,indecent,2
decently,indecently,2
decentralization,centralization,2
decentralize,centralize,2
decentralized,centralized,2
decentralizing,centralizing,2
decertify,certify,2
deciduous,evergreen,2
deciduous-plant,evergreen-plant,2
deciphered,undeciphered,2
decision,indecision,2
decisive,indecisive,2
decisively,indecisively,2
decisiveness,indecisiveness,2
declarative,interrogative,2
declaratory,interrogatory,2
declared,undeclared,2
declassification,classification,2
